"","data","looic","waic"
"1","Aerial survey",540.56981329953,539.728615802023
"2","Reproduction",201.264058089683,200.906334029214
"3","Hunting bag (SW)",58.6814608836895,56.1236511896133
"4","Hunting bag (FI)",65.0567547537684,58.6431032504488
"5","Hunting samples (SW)",377.584759298667,374.926918840627
"6","Hunting samples (FI)",365.220638073212,361.541213880794
"7","Bycatch samples",278.231247972173,277.750625663742
