"","sensitivity","prior_overlap","posterior_overlap","median","sd"
"1","1",36,100,0.1,0.03
"2","2",36,94,0.09,0.03
"3","3",36,94,0.1,0.03
"4","4",37,89,0.1,0.03
"5","5",36,98,0.1,0.03
"6","6",37,98,0.09,0.03
"7","7",35,97,0.1,0.03
"8","8",35,62,0.13,0.04
"9","9",35,98,0.1,0.03
"10","10",36,99,0.1,0.03
"11","11",35,98,0.1,0.03
"12","12",36,98,0.1,0.03
