"","sensitivity","prior_overlap","posterior_overlap","median","sd"
"1","1",36,100,0.08,0.03
"2","2",36,97,0.08,0.03
"3","3",36,96,0.08,0.03
"4","4",37,92,0.08,0.03
"5","5",35,98,0.08,0.03
"6","6",36,98,0.08,0.03
"7","7",36,98,0.08,0.03
"8","8",41,67,0.06,0.03
"9","9",36,99,0.08,0.03
"10","10",35,99,0.08,0.03
"11","11",36,98,0.08,0.03
"12","12",35,98,0.08,0.03
