"","sensitivity","prior_overlap","posterior_overlap","median","sd"
"1","1",42,100,0.06,0.03
"2","2",41,95,0.06,0.02
"3","3",43,94,0.07,0.03
"4","4",45,85,0.07,0.03
"5","5",42,99,0.06,0.03
"6","6",42,98,0.06,0.03
"7","7",41,91,0.06,0.02
"8","8",46,92,0.06,0.03
"9","9",41,98,0.06,0.03
"10","10",41,98,0.06,0.03
"11","11",42,97,0.07,0.03
"12","12",42,98,0.06,0.03
