"","sensitivity","prior_overlap","posterior_overlap","median","sd"
"1","1",14,100,0.19,0.04
"2","2",14,91,0.2,0.04
"3","3",15,86,0.18,0.04
"4","4",20,70,0.16,0.05
"5","5",14,98,0.19,0.04
"6","6",15,97,0.19,0.04
"7","7",15,83,0.21,0.04
"8","8",17,78,0.17,0.04
"9","9",15,98,0.2,0.04
"10","10",14,98,0.19,0.04
"11","11",15,98,0.19,0.04
"12","12",14,99,0.19,0.04
