"","sensitivity","prior_overlap","posterior_overlap","median","sd"
"1","1",16,100,0.24,0.05
"2","2",16,88,0.25,0.05
"3","3",17,86,0.22,0.05
"4","4",22,72,0.21,0.06
"5","5",16,98,0.24,0.05
"6","6",17,97,0.24,0.05
"7","7",16,84,0.26,0.05
"8","8",19,80,0.22,0.05
"9","9",16,98,0.24,0.05
"10","10",16,98,0.24,0.05
"11","11",16,98,0.24,0.05
"12","12",16,98,0.24,0.05
