"","sensitivity","prior_overlap","posterior_overlap","median","sd"
"1","1",39,100,0.06,0.02
"2","2",37,95,0.06,0.02
"3","3",39,94,0.07,0.02
"4","4",40,88,0.07,0.03
"5","5",38,98,0.06,0.02
"6","6",39,98,0.06,0.02
"7","7",38,98,0.06,0.02
"8","8",42,93,0.06,0.03
"9","9",38,98,0.06,0.02
"10","10",38,98,0.06,0.02
"11","11",39,99,0.06,0.02
"12","12",38,99,0.06,0.02
