"","sensitivity","prior_overlap","posterior_overlap","median","sd"
"1","1",40,100,0.04,0.02
"2","2",40,96,0.04,0.02
"3","3",40,97,0.04,0.02
"4","4",43,91,0.04,0.02
"5","5",40,98,0.04,0.02
"6","6",40,98,0.04,0.02
"7","7",40,92,0.03,0.02
"8","8",44,88,0.03,0.02
"9","9",40,98,0.04,0.02
"10","10",40,98,0.04,0.02
"11","11",40,98,0.04,0.02
"12","12",39,97,0.04,0.02
