"","sensitivity","prior_overlap","posterior_overlap","median","sd"
"1","1",16,100,0.1,0.03
"2","2",16,93,0.1,0.03
"3","3",16,91,0.09,0.03
"4","4",20,79,0.08,0.03
"5","5",16,98,0.1,0.03
"6","6",16,98,0.1,0.03
"7","7",16,96,0.1,0.03
"8","8",22,56,0.07,0.03
"9","9",16,98,0.1,0.03
"10","10",15,99,0.1,0.03
"11","11",15,98,0.1,0.03
"12","12",15,99,0.1,0.03
