"","sensitivity","prior_overlap","posterior_overlap","median","sd"
"1","1",36,100,0.04,0.02
"2","2",35,96,0.04,0.02
"3","3",37,96,0.05,0.02
"4","4",37,91,0.05,0.02
"5","5",36,98,0.04,0.02
"6","6",36,99,0.04,0.02
"7","7",36,98,0.04,0.02
"8","8",41,93,0.04,0.02
"9","9",36,99,0.04,0.02
"10","10",35,99,0.04,0.02
"11","11",36,98,0.04,0.02
"12","12",37,98,0.04,0.02
