"","sensitivity","prior_overlap","posterior_overlap","median","sd"
"1","1",29,100,0.11,0.03
"2","2",29,97,0.11,0.03
"3","3",30,96,0.11,0.03
"4","4",30,92,0.12,0.03
"5","5",30,99,0.11,0.03
"6","6",29,98,0.11,0.03
"7","7",30,97,0.11,0.03
"8","8",36,76,0.09,0.03
"9","9",30,99,0.11,0.03
"10","10",29,98,0.11,0.03
"11","11",29,98,0.11,0.03
"12","12",29,98,0.11,0.03
