"","sensitivity","prior_overlap","posterior_overlap","median","sd"
"1","1",18,100,0.08,0.02
"2","2",17,91,0.08,0.02
"3","3",18,87,0.07,0.02
"4","4",24,76,0.06,0.03
"5","5",17,98,0.08,0.02
"6","6",18,97,0.08,0.02
"7","7",18,97,0.08,0.02
"8","8",20,90,0.07,0.03
"9","9",18,99,0.08,0.02
"10","10",17,98,0.08,0.02
"11","11",17,97,0.08,0.02
"12","12",17,99,0.08,0.02
