"","sensitivity","prior_overlap","posterior_overlap","median","sd"
"1","1",14,100,0.09,0.02
"2","2",14,88,0.09,0.02
"3","3",15,83,0.08,0.02
"4","4",21,69,0.07,0.03
"5","5",14,98,0.09,0.02
"6","6",15,97,0.09,0.02
"7","7",14,97,0.09,0.02
"8","8",17,91,0.09,0.02
"9","9",14,98,0.09,0.02
"10","10",14,98,0.09,0.02
"11","11",14,97,0.09,0.02
"12","12",14,98,0.09,0.02
