"","data","looic","waic"
"1","Aerial survey",314.955384492903,314.65401819691
"2","Reproduction",203.427509846844,202.851974201253
"3","Hunting bag (SW)",58.7280239580943,56.2470399386085
"4","Hunting bag (FI)",67.5536267099262,60.1845034019731
"5","Hunting samples (SW)",382.520387629635,375.016612542525
"6","Hunting samples (FI)",371.657569143146,366.016378461645
"7","Bycatch samples",277.560045088563,277.498135859293
