"","data","looic","waic"
"1","Aerial survey",538.532412445354,537.849970721687
"2","Reproduction",116.111893308847,114.873974926561
"3","Hunting bag (SW)",58.9376942039295,56.2337470662075
"4","Hunting bag (FI)",65.6992407241675,59.1243050227863
"5","Hunting samples (SW)",381.318781608439,375.457672993653
"6","Hunting samples (FI)",364.784474549593,362.022644614117
"7","Bycatch samples",277.352792738588,277.134645195601
