"","data","looic","waic"
"1","Aerial survey",539.307479665395,538.482815608724
"2","Reproduction",200.813029188117,200.200721595515
"3","Hunting bag (SW)",58.1578671754483,56.0585045665131
"4","Hunting bag (FI)",65.2295046866712,59.3188481477879
"5","Hunting samples (SW)",376.060207099397,374.306086397643
"6","Hunting samples (FI)",364.945487010236,362.222438765314
"7","Bycatch samples",277.984569130369,277.731465946915
