"","data","looic","waic"
"1","Aerial survey",234.439259883349,234.083315503421
"2","Reproduction",200.812904866846,200.054015160052
"3","Hunting bag (SW)",58.6952752530663,55.9884399449509
"4","Hunting bag (FI)",65.8349735156837,60.3664590872592
"5","Hunting samples (SW)",381.892649576199,375.468734866213
"6","Hunting samples (FI)",367.519503530749,362.812731405141
"7","Bycatch samples",277.975512704917,277.84328488001
