"","data","looic","waic"
"1","Aerial survey",300.750888220097,300.374443576858
"2","Reproduction",200.214550660212,199.433670550529
"3","Hunting bag (SW)",59.0743784725126,56.2094375148194
"4","Hunting bag (FI)",64.1969528225182,58.9827415802
"5","Hunting samples (SW)",380.642297249273,374.899018697412
"6","Hunting samples (FI)",366.56883602207,362.576433490776
"7","Bycatch samples",278.294999874259,278.144838353805
