year,month,day,age,sex,source,body_length,CA,placental_scar
2019,4,16,1,2,1,86,0,
2019,4,16,1,2,1,82,0,0
2019,4,16,1,1,1,88,,
2019,4,16,1,1,1,79,,
2019,4,16,1,1,1,89,,
2019,4,16,0,1,1,55,,
2019,4,16,6,2,1,112,1,1
2019,4,16,17,1,1,98,,
2019,4,16,4,2,1,103,0,0
2019,4,17,6,2,1,113,1,1
2019,4,19,5,1,1,130,,
2019,4,19,5,1,1,145,,
2019,4,19,6,2,1,125,1,1
2019,4,16,2,2,1,110,0,0
2019,4,16,8,1,1,120,,
2019,4,16,21,1,1,130,,
2019,4,16,20,1,1,140,,
2019,4,17,0,1,1,105,,
2019,4,17,0,1,1,100,,
2019,4,16,10,1,1,149,,
2019,4,16,0,2,1,84,0,0
2019,4,19,18,2,1,130,1,1
2019,4,19,6,2,1,150,1,1
2019,4,16,22,2,1,130,1,1
2019,4,17,6,1,1,125,,
2019,4,16,2,2,1,170,,
2019,4,17,8,1,1,145,,
2019,4,27,0,1,1,65,,
2019,4,18,2,2,1,101,0,
2019,4,27,0,1,1,79,,
2019,4,27,7,2,1,125,1,1
2019,4,27,0,1,1,71,,
2019,4,30,0,1,1,65,,
2019,4,29,2,2,1,120,0,
2019,4,30,16,1,1,130,,
2019,4,28,0,2,1,65,0,
2019,4,29,23,1,1,133,,
2019,4,30,7,2,1,125,1,1
2019,4,28,,2,1,60,0,
2019,4,30,0,1,1,90,,
2019,4,30,0,2,1,80,0,
2019,4,30,10,1,1,145,,
2019,4,29,,2,1,75,,
2019,4,21,0,1,2,67,,
2019,4,28,0,1,1,79,,
2019,4,29,9,1,1,160,,
2019,4,27,16,2,1,143,,
2019,4,30,0,1,1,72,,
2019,4,28,1,2,1,110,0,
2019,4,28,0,2,1,67,0,
2019,4,28,1,1,1,110,,
2019,4,30,1,1,1,97,,
2019,4,30,1,1,1,91,,
2019,4,26,0,1,1,74,,
2019,4,28,0,2,1,61,0,
2019,4,28,0,1,1,97,,
2019,4,19,0,2,2,70,0,
2019,4,30,0,1,1,89,,
2019,4,30,1,1,1,90,,
2019,4,30,9,2,1,159,1,
2019,4,30,0,1,1,85,,
2019,4,30,1,1,1,117,,
2019,4,30,0,2,1,97,0,
2019,4,16,1,2,1,130,0,
2019,4,30,3,1,1,120,,
2019,4,30,7,2,1,142,1,1
2019,4,25,0,2,1,101,0,
2019,4,28,8,1,1,131,,
2019,4,28,11,1,1,126,,
2019,4,28,1,2,1,65,0,
2019,4,5,6,2,1,126,0,
2019,4,29,10,1,1,124,,
2019,4,28,12,2,1,106,1,0
2019,4,28,13,2,1,115,1,1
2019,4,28,5,2,1,100,,0
2019,4,28,2,1,1,90,,
2019,4,28,0,2,1,63,0,
2019,4,28,0,1,1,72,,
2019,4,20,16,1,1,123,,
2019,4,29,0,2,1,106,0,
2019,4,5,0,1,1,80,,
2019,4,5,0,2,1,77,,
2019,4,28,0,1,1,100,,
2019,4,29,7,2,1,100,1,1
2019,4,21,11,1,1,150,,
2019,4,28,0,1,1,105,,
2019,4,21,18,2,1,145,1,1
2019,4,25,1,2,1,100,0,
2019,4,30,0,1,1,80,,
2019,4,27,1,2,1,90,0,
2019,4,25,1,2,1,100,0,
2019,4,27,3,1,1,120,,
2019,4,29,7,1,1,125,,
2019,4,30,,2,1,70,,
2019,4,30,1,1,1,90,,
2019,4,30,0,2,1,70,0,
2019,4,27,2,1,1,99,,
2019,4,27,15,2,1,102,,
2019,4,19,15,2,1,150,1,1
2019,4,19,2,1,1,120,,
2019,4,25,8,2,1,148,0,0
2019,4,16,2,2,1,105,,
2019,4,17,6,1,1,118,,
2019,4,16,12,1,1,130,,
2019,4,16,0,1,1,95,,
2019,4,16,15,2,1,150,0,0
2019,4,17,16,2,1,130,1,1
2019,4,16,17,1,1,140,,
2019,4,16,8,2,1,105,,
2019,4,16,16,2,1,141,0,0
2019,4,17,10,2,1,140,,
2019,4,16,17,2,1,150,1,1
2019,4,18,0,1,1,70,,
2019,4,18,0,2,1,98,0,
2019,4,18,7,2,1,112,1,1
2019,4,17,6,1,1,125,,
2019,4,16,18,1,1,140,,
2019,4,18,17,2,1,140,1,1
2019,4,17,16,1,1,134,,
2019,4,16,15,2,1,148,0,0
2019,4,16,8,1,1,130,,
2019,4,16,2,2,1,105,,
2019,4,17,12,1,1,140,,
2019,4,17,10,2,1,110,,
2019,4,16,10,2,1,130,1,1
2019,4,16,9,2,1,125,1,1
2019,4,16,14,2,1,140,1,0
2019,4,16,3,2,1,145,0,0
2019,4,16,15,1,1,145,,
2019,4,16,10,1,1,160,,
2019,4,16,12,2,1,127,1,1
2019,4,16,14,1,1,107,,
2019,4,16,0,2,1,80,,
2019,4,17,7,1,1,125,,
2019,4,16,3,2,1,148,0,
2019,4,16,7,2,1,130,1,1
2019,5,6,0,2,1,60,0,
2019,5,5,7,2,1,100,1,1
2019,5,5,16,1,1,130,,
2019,5,4,19,1,1,130,,
2019,5,4,11,1,1,130,,
2019,5,1,15,2,1,135,1,1
2019,5,4,7,2,1,148,1,1
2019,5,10,2,1,1,98,,
2019,5,10,0,1,1,62,,
2019,5,10,1,1,1,95,,
2019,5,4,0,2,1,95,0,
2019,5,4,0,1,1,75,,
2019,5,4,0,2,1,90,0,
2019,5,4,1,2,1,110,0,
2019,5,4,6,2,1,150,1,1
2019,5,4,3,1,1,120,,
2019,5,4,5,2,1,150,1,1
2019,5,4,0,2,1,80,0,
2019,5,5,1,2,1,100,0,
2019,5,30,0,2,1,60,0,
2019,5,6,0,2,1,65,0,
2019,5,6,0,2,1,75,,
2019,5,6,0,2,1,75,0,
2019,5,6,0,1,1,72,,
2019,5,6,0,1,1,,,
2019,5,21,17,1,1,150,,
2019,5,15,1,2,1,100,,
2019,5,25,6,2,2,130,1,1
2019,5,11,7,2,1,98,0,1
2019,5,11,0,2,1,97,0,0
2019,5,11,12,1,1,120,,
2019,5,11,1,1,1,94,,
2019,5,11,1,1,1,87,,
2019,5,11,2,1,1,95,,
2020,4,30,24,1,1,133,,
2020,4,18,16,1,1,138,,
2020,4,19,7,2,1,132,1,1
2020,4,18,3,2,1,172,0,
2020,4,19,10,2,1,129,1,1
2020,4,19,7,1,1,127,,
2020,4,21,14,2,1,160,1,1
2020,4,19,11,2,1,134,0,0
2020,4,23,0,1,1,97,,
2020,4,22,6,1,1,142,,
2020,4,22,0,1,1,82,,
2020,4,22,7,1,1,130,,
2020,4,22,8,2,1,154,0,0
2020,4,22,7,1,1,130,,
2020,4,22,,1,1,133,,
2020,4,23,5,2,1,122,0,0
2020,4,23,1,1,1,120,,
2020,4,23,0,2,1,84,,
2020,4,16,11,1,1,155,,
2020,4,21,0,2,1,75,,
2020,4,21,0,1,1,80,,
2020,4,21,19,2,1,140,1,0
2020,4,19,0,2,1,78,,
2020,4,22,0,1,1,72,,
2020,4,26,0,1,1,70,,
2020,4,26,17,2,1,114,1,1
2020,4,16,0,2,1,80,,
2020,4,26,0,1,1,74,,
2020,4,19,2,2,1,107,,
2020,4,22,0,1,1,100,,
2020,4,22,0,1,1,87,,
2020,4,22,8,2,1,134,1,1
2020,4,22,16,1,1,148,,
2020,4,22,,2,1,150,1,1
2020,4,22,0,1,1,106,,
2020,4,22,0,2,1,90,,
2020,4,22,2,2,1,118,,
2020,4,22,10,2,1,140,1,1
2020,4,21,3,1,1,115,,
2020,4,21,0,1,1,75,,
2020,4,22,11,2,1,130,1,1
2020,4,22,,2,1,140,1,1
2020,4,22,,2,1,135,1,1
2020,4,16,,2,1,150,1,0
2020,4,16,13,1,1,155,,
2020,4,21,0,1,1,86,,
2020,4,22,13,2,1,135,0,0
2020,4,22,10,2,1,133,1,1
2020,4,22,18,2,1,125,1,1
2020,4,22,0,1,1,60,,
2020,4,22,0,2,1,52,,
2020,4,23,0,2,1,60,,
2020,4,23,0,2,1,64,,
2020,4,22,0,1,1,54,,
2020,4,25,20,1,1,142,,
2020,4,25,17,1,1,135,,
2020,4,25,16,1,1,143,,
2020,4,24,19,1,1,142,,
2020,4,25,6,1,1,131,,
2020,4,24,8,2,1,126,0,0
2020,4,24,23,2,1,127,1,1
2020,4,26,7,2,1,135,1,1
2020,4,26,0,1,1,80,,
2020,4,26,7,2,1,140,1,1
2020,4,29,0,1,1,75,,
2020,4,29,15,1,1,135,,
2020,4,29,14,2,1,140,0,0
2020,4,23,3,2,1,125,0,0
2020,4,23,0,2,1,80,,
2020,4,23,10,2,1,135,0,0
2020,4,23,0,2,1,85,,
2020,4,23,0,2,1,80,,
2020,4,23,8,2,1,130,1,1
2020,4,24,8,2,1,120,1,1
2020,4,24,0,1,1,75,,
2020,4,21,10,1,1,130,,
2020,4,24,14,1,1,138,,
2020,4,16,9,2,1,150,0,
2020,4,23,6,2,1,140,1,1
2020,4,17,10,1,1,158,,
2020,4,24,0,1,1,58,,
2020,4,24,0,1,1,60,,
2020,4,23,11,2,1,148,1,1
2020,4,16,7,2,1,145,1,0
2020,4,16,22,1,1,158,,
2020,4,16,13,1,1,135,,
2020,4,16,10,1,1,117,,
2020,4,19,2,2,1,115,,
2020,4,19,10,2,1,151,0,0
2020,4,16,2,2,1,125,0,0
2020,4,18,13,2,1,138,1,0
2020,4,16,3,2,1,123,1,1
2020,4,20,0,1,1,82,,
2020,4,20,22,1,1,142,,
2020,4,19,9,2,1,125,1,1
2020,4,19,11,2,1,115,1,1
2020,4,18,19,2,1,130,1,1
2020,4,18,0,1,1,81,,
2020,4,20,20,1,1,143,,
2020,4,18,7,1,1,116,,
2020,4,19,15,2,1,126,1,1
2020,4,18,12,2,1,137,1,1
2020,4,25,0,2,1,70,,
2020,4,25,18,2,1,140,1,1
2020,4,25,0,2,1,70,,
2020,4,23,16,1,1,150,,
2020,4,24,0,2,1,85,,
2020,4,24,0,2,1,80,,
2020,4,22,0,1,1,80,,
2020,4,22,18,1,1,140,,
2020,4,21,13,1,1,154,,
2020,4,22,18,1,1,140,,
2020,4,22,19,2,1,118,1,1
2020,4,22,0,1,1,80,,
2020,4,21,20,2,1,141,1,1
2020,4,21,11,2,1,138,1,1
2020,4,21,15,1,1,128,,
2020,4,21,13,2,1,129,1,1
2020,4,18,0,2,1,85,,
2020,4,18,15,2,1,136,1,1
2020,4,18,11,2,1,135,1,1
2020,4,16,0,2,1,74,,
2020,4,16,16,2,1,142,1,1
2020,4,16,0,1,1,78,,
2020,4,16,19,2,1,130,0,1
2020,4,16,24,1,1,150,,
2020,4,19,0,1,1,,,
2020,4,19,,2,1,,,
2020,4,19,5,2,1,,,
2020,4,19,20,1,1,,,
2020,4,16,,2,1,123,,
2020,4,16,,2,1,132,,
2020,4,19,0,2,1,70,,
2020,4,19,0,2,1,70,,
2020,4,19,9,1,1,140,,
2020,4,19,12,2,1,100,1,1
2020,4,19,8,1,1,150,,
2020,4,19,0,2,1,80,,
2020,4,19,,2,1,110,1,
2020,4,19,0,2,1,70,,
2020,4,19,0,2,1,70,,
2020,4,19,0,2,1,80,,
2020,4,19,11,1,1,70,,
2020,4,22,8,2,1,142,1,1
2020,4,19,0,2,1,75,,
2020,4,19,2,2,1,70,,
2020,4,19,0,2,1,80,,
2020,4,19,16,2,1,120,,
2020,4,19,15,2,1,90,0,
2020,4,16,0,2,1,59,,
2020,4,21,13,2,1,100,0,
2020,4,21,0,1,1,75,,
2020,4,21,0,1,1,72,,
2020,4,21,7,2,1,107,1,1
2020,4,22,7,2,1,109,1,1
2020,4,,12,2,1,172,1,1
2020,4,30,13,1,1,163,,
2020,4,30,16,1,1,158,,
2020,4,19,12,2,1,120,0,
2020,4,28,9,1,1,150,,
2020,4,16,20,1,1,150,,
2020,4,29,0,2,1,60,,
2020,4,29,0,1,1,80,,
2020,4,29,9,2,1,140,1,1
2020,4,27,8,2,1,150,1,1
2020,4,16,14,1,1,120,,
2020,4,16,14,1,1,115,,
2020,4,16,10,2,1,120,0,
2020,4,16,15,1,1,130,,
2020,4,23,0,1,1,87,,
2020,4,23,0,2,1,93,,
2020,4,23,12,2,1,135,1,1
2020,4,19,15,1,1,133,,
2020,4,18,0,2,1,85,,
2020,4,18,0,2,1,68,,
2020,4,19,16,1,1,129,,
2020,4,20,18,1,1,147,,
2020,4,21,0,2,1,70,,
2020,4,21,26,2,1,130,0,0
2020,4,21,10,1,1,115,,
2020,4,22,0,1,1,80,,
2020,4,22,0,2,1,70,,
2020,4,22,0,1,1,50,,
2020,4,22,23,1,1,135,,
2020,4,22,9,2,1,130,1,1
2020,4,22,9,2,1,125,1,1
2020,4,,14,2,1,,1,1
2020,4,16,21,1,1,,,
2020,4,16,15,1,1,,,
2020,4,16,8,1,1,,,
2020,4,18,10,2,1,126,1,0
2020,4,20,8,1,1,133,,
2020,4,20,18,1,1,127,,
2020,4,20,11,1,1,130,,
2020,4,19,12,1,1,130,,
2020,4,22,0,1,1,85,,
2020,4,24,3,2,2,136,0,0
2020,4,24,1,1,2,121,,
2020,4,22,8,1,2,153,,
2020,4,24,14,1,2,146,,
2020,4,24,1,2,2,114,,
2020,4,24,15,1,2,148,,
2020,4,16,2,1,1,120,,
2020,4,,1,2,1,90,,
2020,4,21,10,2,1,140,1,1
2020,4,21,19,1,1,155,,
2020,4,21,8,2,1,138,1,1
2020,4,22,9,1,1,129,,
2020,4,21,9,2,1,126,0,0
2020,4,19,0,1,1,64,,
2020,4,19,0,2,1,75,,
2020,4,19,0,1,1,88,,
2020,4,19,7,2,1,149,,
2020,4,19,0,2,1,69,,
2020,4,19,13,2,1,117,1,1
2020,4,16,0,2,1,70,,
2020,4,16,0,1,1,75,,
2020,4,16,0,2,1,110,,
2020,4,16,17,2,1,120,1,0
2020,4,16,12,2,1,110,,
2020,4,16,10,1,1,120,,
2020,4,22,0,1,1,70,,
2020,4,23,11,2,1,144,1,1
2020,4,23,0,1,1,81,,
2020,4,22,15,2,1,130,1,1
2020,4,16,8,2,1,129,1,1
2020,5,23,3,2,1,101,,
2020,5,23,3,2,1,91,0,
2020,5,31,1,2,2,122,,
2020,5,17,1,1,1,,,
2020,5,17,9,2,1,,1,0
2020,5,17,1,1,1,,,
2020,5,16,1,2,1,,,
2020,5,24,26,2,1,150,1,1
2020,5,17,1,2,1,92,,
2020,5,13,,1,1,130,,
2020,5,23,10,2,1,,0,
2020,5,26,4,2,1,,1,1
2020,6,9,1,1,2,120,,
2020,12,29,2,2,2,121,,
2021,4,19,11,1,1,135,,
2021,4,17,2,2,1,130,0,0
2021,4,16,3,1,1,130,,
2021,4,28,0,1,1,65,,
2021,4,16,1,2,1,103,,
2021,4,16,0,2,1,64,,
2021,4,28,7,1,1,127,,
2021,4,30,10,1,1,122,,
2021,4,29,0,1,1,80,,
2021,4,28,1,2,1,90,,
2021,4,16,2,2,1,105,,
2021,4,28,0,1,1,80,,
2021,4,16,2,2,1,120,0,
2021,4,28,18,2,1,125,0,
2021,4,28,0,1,1,75,,
2021,4,27,2,2,1,100,,
2021,4,27,0,1,1,58,,
2021,4,28,0,2,1,55,,
2021,4,27,0,1,1,108,,
2021,4,27,19,2,1,145,1,0
2021,4,28,0,2,1,80,0,
2021,4,28,0,1,1,70,,
2021,4,28,1,1,1,105,,
2021,4,28,0,2,1,98,,
2021,4,17,0,2,1,85,,
2021,4,17,0,2,1,82,,
2021,4,16,16,1,1,140,,
2021,4,18,0,1,1,70,,
2021,4,17,0,1,1,38,,
2021,4,18,0,2,1,63,,
2021,4,27,0,2,1,100,,
2021,4,27,12,1,1,155,,
2021,4,19,13,2,1,140,1,1
2021,4,19,3,2,1,130,0,0
2021,4,19,18,2,1,160,0,
2021,4,27,22,1,1,150,,
2021,4,29,2,2,1,110,,
2021,4,27,9,2,1,105,1,1
2021,4,27,24,1,1,150,,
2021,4,27,2,2,1,103,,
2021,4,16,5,1,1,130,,
2021,4,17,3,2,1,112,,
2021,4,19,10,1,1,135,,
2021,4,17,9,1,1,125,,
2021,4,16,16,1,1,133,,
2021,4,16,6,1,1,136,,
2021,4,19,10,2,1,148,0,
2021,4,20,3,1,1,112,,
2021,4,17,19,1,1,150,,
2021,4,16,3,1,1,120,,
2021,4,17,6,2,1,130,1,1
2021,4,17,25,2,1,155,0,
2021,4,17,12,1,1,150,,
2021,4,29,18,1,1,125,,
2021,4,20,16,2,1,135,1,1
2021,4,28,0,1,1,60,,
2021,4,30,0,2,1,70,,
2021,4,16,10,2,1,125,1,0
2021,4,30,16,1,1,150,,
2021,4,30,4,1,1,130,,
2021,4,17,11,2,1,135,1,1
2021,4,16,18,2,1,130,0,
2021,4,30,24,1,1,140,,
2021,4,30,16,1,1,150,,
2021,4,18,1,2,1,,,
2021,5,13,6,1,1,140,,
2021,5,13,0,1,1,87,,
2021,5,13,2,2,1,110,,
2021,5,13,0,2,1,85,,
2021,5,13,9,2,1,105,1,1
2021,5,13,0,1,1,90,,
2021,5,13,8,2,1,120,1,1
2021,5,8,1,1,1,130,,
2021,5,8,,,1,80,,
2021,5,8,,1,1,97,,
2021,5,12,2,2,1,92,,
2021,5,8,0,1,1,61,,
2021,5,8,24,1,1,128,,
2021,5,4,3,2,1,98,0,
2021,5,4,2,1,1,100,,
2021,5,4,21,1,1,132,,
2021,5,4,1,2,1,99,,
2021,5,8,18,1,1,140,,
2021,5,8,1,1,1,81,,
2021,5,8,9,2,1,100,1,1
2021,5,8,2,2,1,118,,
2021,5,8,,2,1,125,,
2021,5,17,11,1,1,126,,
2021,5,18,2,2,1,120,,
2021,5,19,0,1,1,90,,
2021,5,17,14,2,1,120,,
2021,5,18,18,2,1,125,1,1
2021,5,2,19,1,1,140,,
2021,5,8,2,1,1,170,,
2021,5,1,9,2,1,142,1,1
2021,5,17,2,2,1,134,,
2021,5,2,8,1,1,135,,
2021,5,1,12,1,1,143,,
2021,5,2,9,1,1,132,,
2021,5,2,9,2,1,131,0,0
2021,5,22,0,2,1,106,,
2021,5,22,1,2,1,95,,
2021,5,8,8,2,1,130,1,1
2021,5,8,2,1,1,120,,
2021,5,8,1,2,1,100,,
2021,5,8,2,1,1,120,,
2021,5,7,0,1,1,60,,
2021,5,18,5,1,1,110,,
2021,5,2,2,2,1,136,,
2021,5,2,0,2,1,90,,
2021,5,2,6,1,1,140,,
2021,5,2,5,2,1,120,0,0
2021,5,31,0,1,1,85,,
2021,5,21,0,2,1,92,,
2021,5,13,9,2,1,120,,0
2021,5,9,0,2,1,80,,
2021,5,12,12,2,1,120,0,0
2021,5,12,1,1,1,135,,
2021,5,3,20,1,1,151,,
2021,5,12,26,1,1,135,,
2021,5,7,0,1,1,58,,
2021,5,8,9,1,1,145,,
2021,5,4,0,1,1,80,,
2021,5,13,17,1,1,145,,
2021,5,12,11,2,1,125,1,1
2021,5,12,22,1,1,152,,
2021,5,12,7,2,1,125,0,0
2021,5,13,12,1,1,145,,
2021,5,8,0,1,1,70,,
2021,5,9,2,1,1,120,,
2021,5,11,1,2,1,90,,
2021,5,11,3,1,1,90,,
2021,5,12,8,2,1,107,0,0
2021,5,8,22,1,1,125,,
2021,5,12,2,1,1,80,,
2021,5,13,3,2,1,95,0,0
2021,5,12,14,2,1,100,1,1
2021,5,8,0,2,1,101,,
2021,5,8,0,2,1,70,,
2021,5,8,0,1,1,70,,
2021,5,8,0,2,1,80,,
2021,5,8,4,2,1,119,0,0
2021,5,8,15,2,1,150,1,1
2021,5,8,3,1,1,117,,
2021,5,5,2,1,1,102,,
2021,5,5,12,1,1,122,,
2021,5,8,0,1,1,70,,
2021,5,8,10,2,1,160,0,0
2021,5,8,24,1,1,138,,
2021,5,8,20,2,1,156,1,
2021,5,8,13,1,1,136,,
2021,5,8,15,2,1,140,1,
2021,5,8,12,2,1,162,0,
2021,5,8,14,2,1,150,1,1
2021,5,8,23,2,1,150,0,
2021,5,9,0,2,4,81,,
2021,5,8,0,1,4,105,,
2021,5,1,20,1,1,121,,
2021,5,1,18,1,1,150,,
2021,5,9,9,1,1,,,
2021,5,13,2,1,1,102,,
2021,5,13,8,1,1,145,,
2021,5,14,17,1,1,154,,
2021,12,30,0,1,4,80,,
2022,4,24,2,2,1,135,0,
2022,4,25,1,2,1,105,0,
2022,4,25,2,2,1,120,0,
2022,4,25,20,1,1,155,,
2022,4,19,9,2,1,130,1,1
2022,4,23,0,1,1,70,,
2022,4,27,,2,1,140,,
2022,4,21,1,2,1,100,0,0
2022,4,23,26,1,1,130,,
2022,4,27,1,2,1,90,0,0
2022,4,23,15,2,1,155,0,0
2022,4,23,14,2,1,155,0,0
2022,4,16,5,2,1,120,0,0
2022,4,17,8,2,1,155,1,1
2022,4,16,10,2,1,140,0,0
2022,4,23,16,1,1,165,,
2022,4,16,12,2,1,148,0,0
2022,4,16,16,2,1,165,1,0
2022,4,17,,1,1,135,,
2022,4,18,,1,1,100,,
2022,4,17,,1,1,90,,
2022,4,17,,1,1,100,,
2022,4,18,,1,1,100,,
2022,4,18,,1,1,110,,
2022,4,17,,1,1,100,,
2022,4,17,,1,1,100,,
2022,4,18,0,2,1,100,,
2022,4,18,26,2,1,110,,
2022,4,18,12,2,1,95,,
2022,4,17,,1,1,100,,
2022,4,17,,1,1,110,,
2022,4,18,,1,1,123,,
2022,5,23,,1,1,150,,
2022,5,25,0,2,1,98,0,
2022,5,26,0,1,1,90,,
2022,5,25,0,2,1,90,0,
2022,5,15,7,2,1,120,1,
2022,5,15,11,2,1,130,1,1
2022,5,17,10,2,1,125,0,0
2022,5,17,0,1,1,95,,
2022,5,17,6,2,1,130,1,
2022,5,17,7,2,1,130,1,1
2022,5,17,8,2,1,120,1,0
2022,5,16,10,1,1,135,,
2022,5,16,0,2,1,80,0,
2022,5,16,8,1,1,137,,
2022,5,16,8,2,1,130,0,0
2022,5,10,7,2,1,125,1,1
2022,5,13,0,1,1,78,,
2022,5,13,0,2,1,110,0,0
2022,5,4,0,2,1,86,0,0
2022,5,13,18,1,1,142,,
2022,5,4,9,2,1,130,1,1
2022,5,14,0,2,1,84,0,
2022,5,4,2,1,1,113,,
2022,5,20,2,1,1,108,,
2022,5,19,0,2,1,60,0,0
2022,5,13,,1,1,140,,
2022,5,13,1,1,1,110,,
2022,5,12,,1,1,120,,
2022,5,13,5,2,1,120,0,0
2022,5,13,,1,1,148,,
2022,5,12,2,2,1,110,0,0
2022,5,12,2,2,1,110,0,0
2022,5,12,14,2,1,130,1,1
2022,5,13,11,2,1,120,0,0
2022,5,25,5,2,1,90,1,1
2022,5,25,,1,1,108,,
2022,5,18,2,2,1,104,0,0
2022,5,25,9,2,1,90,1,1
2022,5,24,8,2,1,100,1,1
2022,5,25,1,1,1,100,,
2022,5,30,0,1,1,60,,
2022,5,24,2,2,1,100,0,0
2022,5,25,10,2,1,100,1,1
2022,5,24,2,2,1,100,0,0
2022,5,24,1,2,1,70,0,0
2022,5,8,2,2,1,106,0,0
2022,5,14,1,2,1,91,0,0
2022,5,25,,1,1,150,,
2022,5,8,,1,1,110,,
2022,5,25,,1,1,90,,
2022,5,21,0,2,1,84,0,0
2022,5,21,,1,1,161,,
2022,5,21,,1,1,90,,
2022,5,19,0,1,1,70,,
2022,5,20,11,2,1,130,1,1
2022,5,19,,1,1,150,,
2022,5,20,8,2,1,120,0,0
2022,5,23,8,2,1,100,1,1
2022,5,19,16,1,1,120,,
2022,5,19,6,2,1,110,1,1
2022,5,19,11,2,1,140,1,1
2022,5,20,10,2,1,120,1,1
2022,5,20,11,2,1,134,1,1
2022,5,19,1,1,1,110,,
2022,5,19,,1,1,147,,
2022,5,20,1,2,1,105,,
2022,5,19,12,2,1,145,1,1
2022,5,20,5,2,1,105,1,0
2022,5,20,3,2,1,132,0,0
2022,5,19,8,2,1,155,0,0
2022,5,20,1,1,1,93,,
2022,5,20,9,2,1,149,1,0
2022,5,20,,1,1,120,,
2022,5,20,7,2,1,123,0,0
2022,5,20,,1,1,132,,
2022,5,20,,1,1,145,,
2022,5,21,13,2,1,150,0,0
2022,5,21,7,2,1,140,1,0
2022,5,19,0,2,1,75,,
2022,5,21,10,2,1,128,1,1
2022,5,21,3,1,1,125,,
2022,5,21,11,2,1,130,1,1
2022,5,20,16,2,1,130,0,0
2022,5,25,1,1,1,85,,
2022,5,21,2,2,1,139,0,0
2022,5,21,1,2,1,110,0,0
2022,5,21,14,2,1,131,1,1
2022,5,21,,2,1,,0,0
2022,5,21,,1,1,,,
2022,5,21,,1,1,,,
2022,5,20,,1,1,,,
2022,5,20,,1,1,,,
2022,5,20,,1,1,,,
2022,5,20,,1,1,,,
2022,5,24,,1,1,110,,
2022,5,21,,1,1,105,,
2022,5,21,8,2,1,100,,
2022,5,21,4,2,1,100,,
2022,5,21,,1,1,100,,
2022,6,1,0,1,1,70,,
2022,6,3,0,1,1,70,,
2022,6,3,0,1,1,70,,
2022,6,30,0,1,5,,,
2022,10,30,0,1,4,100,,
2022,10,30,,1,4,100,,
2022,10,30,0,1,4,100,,
2022,12,22,0,1,4,100,,
2022,12,22,0,1,4,100,,
2023,5,11,,2,1,101,,
2023,5,11,,1,1,55,,
2023,4,16,,1,1,,,
2023,5,15,,1,1,65,,
2023,5,15,,2,1,90,,
2023,5,15,,1,1,100,,
2023,5,8,,2,1,130,,
2023,5,8,,1,1,70,,
2023,5,8,,2,1,70,,
2023,5,5,,1,1,140,,
2023,5,7,,2,1,120,,
2023,5,17,,2,1,100,,
2023,5,15,,1,1,130,,
2023,5,5,,1,1,80,,
2023,5,5,,1,1,120,,
2023,5,5,,1,1,70,,
2023,5,5,,1,1,120,,
2023,4,17,,2,1,100,,
2023,4,21,,1,1,120,,
2023,4,17,,2,1,100,,
2023,4,17,,1,1,125,,
2023,4,19,,2,1,120,,
2023,4,19,,1,1,130,,
2023,4,19,,2,1,120,,
