"","x"
"1",0.136986301369863
"2",0.158904109589041
"3",0.136986301369863
"4",0.136986301369863
"5",0.153424657534247
"6",0.164383561643836
"7",0.164383561643836
"8",0.164383561643836
"9",0.126027397260274
"10",0.142465753424658
"11",0.126027397260274
"12",0.145205479452055
"13",0.142465753424658
"14",0.164383561643836
"15",0.164383561643836
"16",0.145205479452055
"17",0.172602739726027
"18",0.183561643835616
"19",0.189041095890411
"20",0.167123287671233
"21",0.189041095890411
"22",0.189041095890411
"23",0.189041095890411
"24",0.175342465753425
"25",0.172602739726027
"26",0.172602739726027
"27",0.175342465753425
"28",0.175342465753425
"29",0.183561643835616
"30",0.16986301369863
"31",0.175342465753425
"32",0.243835616438356
"33",0.180821917808219
"34",0.172602739726027
"35",0.180821917808219
"36",0.178082191780822
"37",0.175342465753425
"38",0.178082191780822
"39",0.175342465753425
"40",0.175342465753425
"41",0.178082191780822
"42",0.167123287671233
"43",0.167123287671233
"44",0.16986301369863
"45",0.16986301369863
"46",0.547945205479452
"47",0.145205479452055
"48",0.126027397260274
"49",0.158904109589041
"50",0.158904109589041
"51",0.158904109589041
"52",0.126027397260274
"53",0.142465753424658
"54",0.142465753424658
"55",0.142465753424658
"56",0.126027397260274
"57",0.142465753424658
"58",0.142465753424658
"59",0.142465753424658
"60",0.145205479452055
"61",0.136986301369863
"62",0.158904109589041
"63",0.13972602739726
"64",0.156164383561644
"65",0.156164383561644
"66",0.158904109589041
"67",0.158904109589041
"68",0.158904109589041
"69",0.158904109589041
"70",0.145205479452055
"71",0.126027397260274
"72",0.126027397260274
"73",0.126027397260274
"74",0.128767123287671
"75",0.131506849315068
"76",0.145205479452055
"77",0.126027397260274
"78",0.161643835616438
"79",0.158904109589041
"80",0.158904109589041
"81",0.158904109589041
"82",0.161643835616438
"83",0.131506849315068
"84",0.131506849315068
"85",0.126027397260274
"86",0.161643835616438
"87",0.147945205479452
"88",0.147945205479452
"89",0.158904109589041
"90",0.158904109589041
"91",0.158904109589041
"92",0.161643835616438
"93",0.161643835616438
"94",0.158904109589041
"95",0.158904109589041
"96",0.158904109589041
"97",0.161643835616438
"98",0.161643835616438
"99",0.145205479452055
"100",0.158904109589041
"101",0.128767123287671
"102",0.131506849315068
"103",0.134246575342466
"104",0.126027397260274
"105",0.126027397260274
"106",0.128767123287671
"107",0.131506849315068
"108",0.158904109589041
"109",0.128767123287671
"110",0.134246575342466
"111",0.2
"112",0.2
"113",0.2
"114",0.2
"115",0.2
"116",0.172602739726027
"117",0.175342465753425
"118",0.175342465753425
"119",0.180821917808219
"120",0.178082191780822
"121",0.197260273972603
"122",0.197260273972603
"123",0.197260273972603
"124",0.191780821917808
"125",0.191780821917808
"126",0.191780821917808
"127",0.191780821917808
"128",0.183561643835616
"129",0.2
"130",0.183561643835616
"131",0.183561643835616
"132",0.197260273972603
"133",0.197260273972603
"134",0.197260273972603
"135",0.197260273972603
"136",0.180821917808219
"137",0.183561643835616
"138",0.183561643835616
"139",0.183561643835616
"140",0.167123287671233
"141",0.183561643835616
"142",0.186301369863014
"143",0.183561643835616
"144",0.183561643835616
"145",0.172602739726027
"146",0.178082191780822
"147",0.167123287671233
"148",0.167123287671233
"149",0.183561643835616
"150",0.183561643835616
"151",0.208219178082192
"152",0.172602739726027
"153",0.213698630136986
"154",0.213698630136986
"155",0.213698630136986
"156",0.183561643835616
"157",0.208219178082192
"158",0.208219178082192
"159",0.208219178082192
"160",0.172602739726027
"161",0.16986301369863
"162",0.221917808219178
"163",0.167123287671233
"164",0.2
"165",0.2
"166",0.208219178082192
"167",0.238356164383562
"168",0.238356164383562
"169",0.238356164383562
"170",0.227397260273973
"171",0.227397260273973
"172",0.224657534246575
"173",0.219178082191781
"174",0.205479452054795
"175",0.213698630136986
"176",0.227397260273973
"177",0.191780821917808
"178",0.167123287671233
"179",0.194520547945205
"180",0.208219178082192
"181",0.208219178082192
"182",0.197260273972603
"183",0.197260273972603
"184",0.194520547945205
"185",0.2
"186",0.235616438356164
"187",0.235616438356164
"188",0.197260273972603
"189",0.194520547945205
"190",0.197260273972603
"191",0.2
"192",0.221917808219178
"193",0.202739726027397
"194",0.2
"195",0.197260273972603
"196",0.197260273972603
"197",0.197260273972603
"198",0.197260273972603
"199",0.2
"200",0.2
"201",0.197260273972603
"202",0.197260273972603
"203",0.219178082191781
"204",0.219178082191781
"205",0.208219178082192
"206",0.208219178082192
"207",0.175342465753425
"208",0.175342465753425
"209",0.86027397260274
"210",0.126027397260274
"211",0.128767123287671
"212",0.128767123287671
"213",0.136986301369863
"214",0.136986301369863
"215",0.131506849315068
"216",0.142465753424658
"217",0.134246575342466
"218",0.126027397260274
"219",0.134246575342466
"220",0.134246575342466
"221",0.126027397260274
"222",0.128767123287671
"223",0.164383561643836
"224",0.158904109589041
"225",0.156164383561644
"226",0.131506849315068
"227",0.142465753424658
"228",0.142465753424658
"229",0.147945205479452
"230",0.145205479452055
"231",0.136986301369863
"232",0.161643835616438
"233",0.164383561643836
"234",0.161643835616438
"235",0.136986301369863
"236",0.136986301369863
"237",0.136986301369863
"238",0.136986301369863
"239",0.126027397260274
"240",0.164383561643836
"241",0.126027397260274
"242",0.164383561643836
"243",0.128767123287671
"244",0.131506849315068
"245",0.128767123287671
"246",0.164383561643836
"247",0.128767123287671
"248",0.128767123287671
"249",0.164383561643836
"250",0.13972602739726
"251",0.178082191780822
"252",0.178082191780822
"253",0.178082191780822
"254",0.197260273972603
"255",0.191780821917808
"256",0.191780821917808
"257",0.194520547945205
"258",0.194520547945205
"259",0.194520547945205
"260",0.194520547945205
"261",0.16986301369863
"262",0.180821917808219
"263",0.178082191780822
"264",0.16986301369863
"265",0.16986301369863
"266",0.167123287671233
"267",0.178082191780822
"268",0.178082191780822
"269",0.178082191780822
"270",0.178082191780822
"271",0.197260273972603
"272",0.197260273972603
"273",0.194520547945205
"274",0.197260273972603
"275",0.194520547945205
"276",0.194520547945205
"277",0.194520547945205
"278",0.178082191780822
"279",0.178082191780822
"280",0.167123287671233
"281",0.178082191780822
"282",0.178082191780822
"283",0.2
"284",0.197260273972603
"285",0.186301369863014
"286",0.194520547945205
"287",0.194520547945205
"288",0.197260273972603
"289",0.197260273972603
"290",0.2
"291",0.2
"292",0.205479452054795
"293",0.208219178082192
"294",0.208219178082192
"295",0.208219178082192
"296",0.2
"297",0.191780821917808
"298",0.191780821917808
"299",0.191780821917808
"300",0.210958904109589
"301",0.210958904109589
"302",0.210958904109589
"303",0.210958904109589
"304",0.197260273972603
"305",0.194520547945205
"306",0.2
"307",0.197260273972603
"308",0.186301369863014
"309",0.197260273972603
"310",0.186301369863014
"311",0.205479452054795
"312",0.2
"313",0.197260273972603
"314",0.194520547945205
"315",0.194520547945205
"316",0.202739726027397
"317",0.213698630136986
"318",0.2
"319",0.197260273972603
"320",0.186301369863014
"321",0.186301369863014
"322",0.194520547945205
"323",0.189041095890411
"324",0.197260273972603
"325",0.167123287671233
"326",0.205479452054795
"327",0.2
"328",0.167123287671233
"329",0.186301369863014
"330",0.2
"331",0.202739726027397
"332",0.205479452054795
"333",0.210958904109589
"334",0.210958904109589
"335",0.210958904109589
"336",0.219178082191781
"337",0.219178082191781
"338",0.205479452054795
"339",0.208219178082192
"340",0.205479452054795
"341",0.208219178082192
"342",0.208219178082192
"343",0.167123287671233
"344",0.134246575342466
"345",0.134246575342466
"346",0.134246575342466
"347",0.126027397260274
"348",0.126027397260274
"349",0.126027397260274
"350",0.126027397260274
"351",0.126027397260274
"352",0.126027397260274
"353",0.126027397260274
"354",0.126027397260274
"355",0.126027397260274
"356",0.126027397260274
"357",0.126027397260274
"358",0.126027397260274
"359",0.128767123287671
"360",0.134246575342466
"361",0.134246575342466
"362",0.134246575342466
"363",0.126027397260274
"364",0.126027397260274
"365",0.126027397260274
"366",0.126027397260274
"367",0.128767123287671
"368",0.128767123287671
"369",0.126027397260274
"370",0.126027397260274
"371",0.134246575342466
"372",0.134246575342466
"373",0.126027397260274
"374",0.128767123287671
"375",0.126027397260274
"376",0.128767123287671
"377",0.156164383561644
"378",0.131506849315068
"379",0.156164383561644
"380",0.156164383561644
"381",0.156164383561644
"382",0.164383561643836
"383",0.161643835616438
"384",0.164383561643836
"385",0.158904109589041
"386",0.161643835616438
"387",0.164383561643836
"388",0.158904109589041
"389",0.164383561643836
"390",0.164383561643836
"391",0.164383561643836
"392",0.161643835616438
"393",0.13972602739726
"394",0.158904109589041
"395",0.161643835616438
"396",0.156164383561644
"397",0.164383561643836
"398",0.158904109589041
"399",0.158904109589041
"400",0.158904109589041
"401",0.164383561643836
"402",0.164383561643836
"403",0.153424657534247
"404",0.158904109589041
"405",0.158904109589041
"406",0.134246575342466
"407",0.164383561643836
"408",0.164383561643836
"409",0.164383561643836
"410",0.164383561643836
"411",0.164383561643836
"412",0.164383561643836
"413",0.126027397260274
"414",0.164383561643836
"415",0.164383561643836
"416",0.150684931506849
"417",0.158904109589041
"418",0.158904109589041
"419",0.158904109589041
"420",0.0958904109589041
"421",0.161643835616438
"422",0.158904109589041
"423",0.158904109589041
"424",0.158904109589041
"425",0.158904109589041
"426",0.158904109589041
"427",0.158904109589041
"428",0.136986301369863
"429",0.161643835616438
"430",0.0958904109589041
"431",0.0958904109589041
"432",0.158904109589041
"433",0.161643835616438
"434",0.13972602739726
"435",0.158904109589041
"436",0.13972602739726
"437",0.150684931506849
"438",0.164383561643836
"439",0.156164383561644
"440",0.150684931506849
"441",0.156164383561644
"442",0.161643835616438
"443",0.164383561643836
"444",0.164383561643836
"445",0.164383561643836
"446",0.156164383561644
"447",0.156164383561644
"448",0.134246575342466
"449",0.134246575342466
"450",0.150684931506849
"451",0.126027397260274
"452",0.128767123287671
"453",0.126027397260274
"454",0.126027397260274
"455",0.126027397260274
"456",0.128767123287671
"457",0.126027397260274
"458",0.126027397260274
"459",0.126027397260274
"460",0.128767123287671
"461",0.126027397260274
"462",0.131506849315068
"463",0.131506849315068
"464",0.131506849315068
"465",0.128767123287671
"466",0.126027397260274
"467",0.131506849315068
"468",0.128767123287671
"469",0.126027397260274
"470",0.126027397260274
"471",0.126027397260274
"472",0.128767123287671
"473",0.128767123287671
"474",0.126027397260274
"475",0.126027397260274
"476",0.126027397260274
"477",0.126027397260274
"478",0.126027397260274
"479",0.126027397260274
"480",0.126027397260274
"481",0.126027397260274
"482",0.126027397260274
"483",0.128767123287671
"484",0.126027397260274
"485",0.126027397260274
"486",0.180821917808219
"487",0.178082191780822
"488",0.178082191780822
"489",0.175342465753425
"490",0.175342465753425
"491",0.167123287671233
"492",0.175342465753425
"493",0.191780821917808
"494",0.191780821917808
"495",0.191780821917808
"496",0.175342465753425
"497",0.175342465753425
"498",0.175342465753425
"499",0.175342465753425
"500",0.175342465753425
"501",0.175342465753425
"502",0.175342465753425
"503",0.175342465753425
"504",0.178082191780822
"505",0.246575342465753
"506",0.180821917808219
"507",0.180821917808219
"508",0.180821917808219
"509",0.180821917808219
"510",0.180821917808219
"511",0.221917808219178
"512",0.205479452054795
"513",0.232876712328767
"514",0.194520547945205
"515",0.194520547945205
"516",0.194520547945205
"517",0.194520547945205
"518",0.194520547945205
"519",0.194520547945205
"520",0.164383561643836
"521",0.131506849315068
"522",0.134246575342466
"523",0.131506849315068
"524",0.134246575342466
"525",0.134246575342466
"526",0.13972602739726
"527",0.134246575342466
"528",0.145205479452055
"529",0.142465753424658
"530",0.142465753424658
"531",0.142465753424658
"532",0.142465753424658
"533",0.142465753424658
"534",0.142465753424658
"535",0.145205479452055
"536",0.145205479452055
"537",0.145205479452055
"538",0.126027397260274
"539",0.13972602739726
"540",0.13972602739726
"541",0.13972602739726
"542",0.134246575342466
"543",0.142465753424658
"544",0.153424657534247
"545",0.153424657534247
"546",0.126027397260274
"547",0.153424657534247
"548",0.134246575342466
"549",0.142465753424658
"550",0.142465753424658
"551",0.142465753424658
"552",0.142465753424658
"553",0.142465753424658
"554",0.142465753424658
"555",0.142465753424658
"556",0.142465753424658
"557",0.142465753424658
"558",0.13972602739726
"559",0.13972602739726
"560",0.142465753424658
"561",0.142465753424658
"562",0.142465753424658
"563",0.126027397260274
"564",0.126027397260274
"565",0.13972602739726
"566",0.142465753424658
"567",0.142465753424658
"568",0.142465753424658
"569",0.142465753424658
"570",0.142465753424658
"571",0.145205479452055
"572",0.145205479452055
"573",0.142465753424658
"574",0.150684931506849
"575",0.150684931506849
"576",0.150684931506849
"577",0.147945205479452
"578",0.150684931506849
"579",0.147945205479452
"580",0.147945205479452
"581",0.153424657534247
"582",0.153424657534247
"583",0.153424657534247
"584",0.161643835616438
"585",0.161643835616438
"586",0.161643835616438
"587",0.145205479452055
"588",0.145205479452055
"589",0.145205479452055
"590",0.145205479452055
"591",0.145205479452055
"592",0.145205479452055
"593",0.147945205479452
"594",0.147945205479452
"595",0.13972602739726
"596",0.147945205479452
"597",0.126027397260274
"598",0.145205479452055
"599",0.128767123287671
"600",0.147945205479452
"601",0.147945205479452
"602",0.145205479452055
"603",0.126027397260274
"604",0.126027397260274
"605",0.126027397260274
"606",0.126027397260274
"607",0.134246575342466
"608",0.134246575342466
"609",0.126027397260274
"610",0.131506849315068
"611",0.126027397260274
"612",0.136986301369863
"613",0.136986301369863
"614",0.134246575342466
"615",0.134246575342466
"616",0.131506849315068
"617",0.131506849315068
"618",0.136986301369863
"619",0.131506849315068
"620",0.134246575342466
"621",0.131506849315068
"622",0.150684931506849
"623",0.150684931506849
"624",0.150684931506849
"625",0.145205479452055
"626",0.147945205479452
"627",0.147945205479452
"628",0.142465753424658
"629",0.142465753424658
"630",0.13972602739726
"631",0.142465753424658
"632",0.142465753424658
"633",0.142465753424658
"634",0.13972602739726
"635",0.13972602739726
"636",0.13972602739726
"637",0.13972602739726
"638",0.131506849315068
"639",0.131506849315068
"640",0.131506849315068
"641",0.126027397260274
