"","data","looic","waic"
"1","Aerial survey",538.826689908864,538.022415504351
"2","Reproduction",201.139182759152,200.783289037646
"3","Hunting bag (SW)",30.6634433169102,29.4584594486113
"4","Hunting bag (FI)",28.8140668577939,25.9082977080847
"5","Hunting samples (SW)",375.76077163903,372.14486925568
"6","Hunting samples (FI)",357.586820462867,359.792844017965
"7","Bycatch samples",277.639778815775,277.609416518481
