"","data","looic","waic"
"1","Aerial survey",541.058463386531,539.598984782443
"2","Reproduction",201.220430779726,200.276900917047
"3","Hunting bag (SW)",57.5089083516771,55.773051911722
"4","Hunting bag (FI)",63.5986514708875,58.9842533430704
"5","Hunting samples (SW)",232.725890432521,227.936235982933
"6","Hunting samples (FI)",170.249860487731,167.788605799651
"7","Bycatch samples",150.847788836304,150.372374356286
