"","2.5","50","97.5"
"N_1988",3869.28430486821,5252.45854859301,7456.83217629254
"N_2023",22268.8257199088,29715.0916620896,41804.1932923473
"growth_rate_1989",-1.3986881697593,1.783131136386,4.51665907784067
"growth_rate_2021",2.74294592158208,4.18236973077692,5.73042704669849
"growth_rate_2023",4.01170772763067,5.30567314642092,6.83864832713133
"growth_rate_max",5.57665283377715,6.71349073768117,7.9901084997885
"growth_rate_asymptotic",5.90878438552895,7.03736926578423,8.86038131156939
"R0_asymptotic",2.28265366606476,3.28960830151879,4.62717522800168
"1988_freq0",0.0567837455973158,0.108854877288455,0.152629270751583
"1988_freq1",0.0318350993147896,0.0663705355435656,0.102292463378139
"1988_freq2",0.0276928419312924,0.0554745150703892,0.0866180823507235
"1988_freq3",0.0253372407728984,0.048994312838688,0.075288918035592
"1988_freq4",0.0237226507257795,0.0444968429748623,0.0662643337652208
"1988_freq5",0.539486675352487,0.671443594511574,0.831466300819091
"2023_freq0",0.156476793080013,0.181889080895704,0.209766821427057
"2023_freq1",0.0774819432819616,0.106479926887379,0.130469755176095
"2023_freq2",0.0668816713486812,0.083514052643926,0.107508987627121
"2023_freq3",0.0576264904146061,0.0697361666784632,0.0903434709328229
"2023_freq4",0.0511142209228272,0.060925968533523,0.0772137209258495
"2023_freq5",0.430432849952625,0.496247773147125,0.548357111181341
"K_freq_0",0.0656219034660755,0.0866509458131696,0.108611702161578
"K_freq_sub",0.114433004398807,0.173934784139937,0.288900430579782
"K_freq_5+",0.60802744287491,0.73855101728238,0.815448164078085
"f_freq",0.46860609270188,0.500317121598065,0.535163617572479
"phi_1",0.41466292970176,0.626232986787458,0.861409715572729
"phi_2",0.765567979496189,0.85804113417165,0.948071421431046
"phi_3",0.85151350756667,0.89625807152326,0.955240302055878
"phi_4",0.89387879888784,0.920098564021263,0.959431969911492
"phi_5",0.905825590023148,0.940318502539721,0.963424259541661
"phi_6",0.91040515396444,0.952965121928002,0.969485419458921
"phi_7",0.398644282168446,0.623484846809762,0.863919561674501
"phi_8",0.756398453202167,0.858547994369663,0.948872869119489
"phi_9",0.842833198246597,0.89709238824386,0.955591992463457
"phi_10",0.886505690667556,0.921374748538338,0.960503390767175
"phi_11",0.901335837194541,0.940222477522665,0.964878299123696
"phi_12",0.907488411040435,0.952937902053917,0.971457548192701
"phi_scale",0.429303096521728,0.65664062232717,0.944045787567519
"nu0",-0.181499088606618,0.0118111525225876,0.203502036451008
"nu1",-0.194750403539079,-0.0026308756495859,0.186571407177279
"c",0.0358964613379768,0.479226377608783,0.971394005746468
"b_1988",0.137782764750785,0.327101552832276,0.527830008992912
"b0_2023",0.697368372176029,0.766503271591414,0.830176953021665
"b_2023",0.661739771634515,0.737752999792505,0.807955077403146
"b_min",0.0173666950853599,0.252394935932543,0.515960215634857
"b_max",0.700060438005953,0.771809855339078,0.88674157844322
"b_scale",0.0227743761225926,0.327477825470237,0.670613454216601
"b_eq",0.168767150138985,0.234940813068921,0.337713162366684
"beta_0",-0.60702364339501,1.61589373378184,4.81847836295125
"beta_1",0.851259729655843,2.49166381985629,6.91834396329183
"p_1988",0.170267739165544,0.366435778659752,0.579230240992652
"p_2022",0.743676883383154,0.819479787413739,0.888982640989309
"p_max",0.749231501946718,0.834644605478961,0.941475903936152
"p_min",0.0188119249708647,0.272060157304472,0.559755942259803
"abortion_rate_2022",0.0104254661573488,0.096611215311884,0.20933455517451
"K",135113.843831249,219666.380783865,337691.189670737
"theta_0",0.00715489563172749,0.0946335107336059,0.248401172917942
"theta_0_raw",0.118616207753444,0.581344437025584,0.965994125134152
"w",0.405192897860972,0.53767036460517,0.675911962827564
"w_pup",0.0964384369309812,0.304310971954759,0.539044729659382
"delta",0.190832605162993,0.571219926808755,0.95500696527587
"w_baseline",0.339250614662684,0.461579815636736,0.592527236575076
"wt_max",0.617239260248023,0.847714376918995,0.969821226487535
"w_ice_max",0.632620979636043,0.873903911976979,0.991496511135034
"w_ice_min",0.264581044621236,0.399780874271639,0.56177883057183
"d",0.00132633309198471,0.0343070903806176,0.22255798409262
"f",0.749680081881054,10.2905040795613,20.1050264425894
"alpha_0",6.54880671394619,16.7504537366946,176.144582210361
"alpha_1",4.51182491276692,10.2844123537567,106.086188168503
"E_fi",0.256582294224897,0.449226832493591,0.834429052211099
"E_sw_spring",0.000580656745943429,0.00140179213603675,0.0034557033091918
"E_sw_fall",0.000324542826369437,0.000970811232053476,0.00405625503114764
"sigma_fi",0.19542563269587,0.482842794410204,1.33199918789929
"sigma_sw_spring",0.63686626699328,1.01929984252104,1.96291447332827
"sigma_sw_fall",0.642713822505528,1.24181255049018,3.28434481527786
"pi_s",0.852315783154834,0.928388512209989,0.994157523430557
"pi_c",0.913822814710766,0.970151381390914,0.995184513896054
"kappa",0.00400378613117546,0.0860514757119132,0.257551816475849
"r",18.1426416004049,34.1963450782244,57.32986209932
"rel_bc_0_1",3.88197361668576,7.78627963269788,16.1599952867194
"rel_bc0_m_f",1.02170645930787,1.36938097091781,1.86476816044976
"max_Rhat",1.00391080852944,1.00391080852944,1.00391080852944
"min_ESS",1740.82777463729,1740.82777463729,1740.82777463729
