"","data","looic","waic"
"1","Aerial survey",537.419001167001,536.753287201606
"2","Reproduction",201.580539344036,200.933573217958
"3","Hunting bag (SW)",58.0238519797878,55.8623484958976
"4","Hunting bag (FI)",65.8029395489431,59.3877801067924
"5","Hunting samples (SW)",382.420014512358,375.652971807519
"6","Hunting samples (FI)",365.439799427309,361.893141395092
"7","Bycatch samples",277.853997077842,277.766692865377
