"","2.5","50","97.5"
"N_1988",2998.37467126669,4050.94851731548,5586.39452144122
"N_2023",18593.5575418447,24391.4898323682,32580.7099132691
"growth_rate_1989",2.27581146829092,5.5340951510899,7.20002549402062
"growth_rate_2021",1.43874200299625,2.7894109278954,4.53857061429907
"growth_rate_2023",2.8180404792442,4.06139035605619,5.89266773629535
"growth_rate_max",4.76089251616611,5.81017032617414,7.23390788147216
"growth_rate_asymptotic",5.19775472884176,6.0928403954363,8.11515338389516
"R0_asymptotic",1.94263857601191,2.70351050593747,4.14508706193875
"1988_freq0",0.117357240200389,0.179054551299411,0.21366026674125
"1988_freq1",0.0670569140702821,0.104360295312101,0.13329829766943
"1988_freq2",0.0572542322739931,0.0818485863229302,0.109248042299279
"1988_freq3",0.0498774685149385,0.0686081164138866,0.0911609592261665
"1988_freq4",0.0449438763866305,0.0594894575927595,0.0770301036029604
"1988_freq5",0.421610533552592,0.502603282384854,0.649816788455649
"2023_freq0",0.153475359466208,0.180879393508215,0.212932772708556
"2023_freq1",0.0732233941653372,0.106661915274885,0.131748866847581
"2023_freq2",0.0635627367308507,0.0837465454810017,0.109139716401871
"2023_freq3",0.0543630826064488,0.0698063554661851,0.0917245901503085
"2023_freq4",0.0483761468444709,0.0610612209689076,0.0786996400476686
"2023_freq5",0.423321789200357,0.497295890767818,0.558844794565026
"K_freq_0",0.0737064362595211,0.100016284628609,0.120545232688482
"K_freq_sub",0.117372873098089,0.200029155536553,0.320547176258512
"K_freq_5+",0.565440431423044,0.698888711330473,0.803574552167418
"f_freq",0.4664546493168,0.501946774984626,0.53803935708967
"phi_1",0.388615355127635,0.627198654728689,0.867928681053382
"phi_2",0.748840480354599,0.852572709704158,0.941140520673863
"phi_3",0.84206214468877,0.887309304193032,0.949574607361101
"phi_4",0.885068216106436,0.910589110471531,0.955865540977661
"phi_5",0.893460826675291,0.93099780499594,0.961411387315947
"phi_6",0.896990990183907,0.944537193003099,0.968925397864707
"phi_7",0.373282077410377,0.623885909000981,0.865023593938763
"phi_8",0.738269948676602,0.851883342134399,0.941814986196572
"phi_9",0.83342187748006,0.887453525222349,0.950360136031324
"phi_10",0.876248109346577,0.911347436744424,0.956980947397767
"phi_11",0.888171969950198,0.931264672094378,0.96331998860937
"phi_12",0.893100408393367,0.944389806604521,0.970286093206723
"phi_scale",0.402862983714333,0.662785743698465,0.963636873191987
"nu0",-0.171391809042255,0.0194323744173407,0.201637703267352
"nu1",-0.202533086310886,0.00043287622398223,0.195493935059677
"c",0.0382852020239773,0.483807197284104,0.968300909294513
"b_1988",0.383128573172444,0.734431649097741,0.826347619659445
"b0_2023",0.678827264340058,0.75246986235097,0.81950892975686
"b_2023",0.651661557484616,0.731160216490606,0.803925406048366
"b_min",0.0255273354331701,0.499249528318071,0.787505034683994
"b_max",0.68484883644764,0.766383597935556,0.95568283456721
"b_scale",0.0341805438553543,0.658514076805865,0.982248761872829
"b_eq",0.191228997626016,0.286370018308882,0.400525107143177
"beta_0",-41.4425643342437,4.7287219568004,107.491857703971
"beta_1",-3.68760014168723,0.555559236549282,5.86368120733918
"p_1988",0.430995964354048,0.795712224184767,0.89052995842564
"p_2022",0.727522515776534,0.80621132142807,0.878785498424996
"p_max",0.744040040782749,0.83351604179933,0.978121823298169
"p_min",0.028624162542949,0.542245566735046,0.841106992199239
"abortion_rate_2022",0.00820504485455628,0.088326732945988,0.205085466264177
"K",134642.801586587,221359.674885278,341566.240477283
"theta_0",0.00664119970727696,0.0935574836051454,0.257507215572812
"theta_0_raw",0.0855686105803443,0.570792330801014,0.962706391227325
"w",0.474726400253137,0.59256037625959,0.736013431301889
"w_pup",0.115228647834796,0.339874618840514,0.588226255290427
"delta",0.20775336765553,0.573767919380361,0.948626343402057
"w_baseline",0.402330158149391,0.516378544776573,0.654154467714683
"wt_max",0.687319736364224,0.880445524951389,0.973641063281118
"w_ice_max",0.706143732039299,0.906511082054155,0.993840261222821
"w_ice_min",0.311698916623375,0.465234797223585,0.630619478441412
"d",0.00148409500903137,0.034331256303745,0.23969068203834
"f",0.454412986285524,9.24505011716973,21.0228846039773
"alpha_0",5.7880196869059,17.0754381956088,224.448253856745
"alpha_1",4.0525784345711,10.7076976361897,136.325476334136
"E_fi",0.270818944887267,0.462358503077213,0.838890494010663
"E_sw_spring",0.000682414710948078,0.00163701805756858,0.0042990720145971
"E_sw_fall",0.000384817310372832,0.00115587350127691,0.00426743622933723
"sigma_fi",0.169141201255334,0.458183418130604,1.31972327150614
"sigma_sw_spring",0.632649912775988,1.04025845443731,1.97183494346608
"sigma_sw_fall",0.63149101368527,1.23823752631209,3.161582792738
"pi_s",0.85836304209655,0.943337023532893,0.997003462952827
"pi_c",0.910241006363541,0.969971102659349,0.995109541091035
"kappa",0.00733130274618747,0.141025621900221,0.327618678146048
"r",16.0333531034495,29.2797479491345,51.9996036509475
"rel_bc_0_1",3.79784968773449,7.79186750727218,16.0828575639087
"rel_bc0_m_f",0.991904415012453,1.37183192878048,1.88571137060324
"max_Rhat",1.22150344882385,1.22150344882385,1.22150344882385
"min_ESS",24.1713389794177,24.1713389794177,24.1713389794177
